"(0.33, 0, 0.67)","(0.33, 0.11, 0.56)","(0.33, 0.33, 0.33)","(0.33, 0.56, 0.11)","(0.33, 0.67, 0)","(0.5, 0, 0.5)","(0.5, 0.5, 0)","(0.67, 0, 0.33)","(0.67, 0.33, 0)"
"(0.33, 0.11, 0.56)",1.000,-,-,-,-,-,-,-,-
"(0.33, 0.33, 0.33)",1.000,1.000,-,-,-,-,-,-,-
"(0.33, 0.56, 0.11)",1.000,1.000,1.000,-,-,-,-,-,-
"(0.33, 0.67, 0)",<2e-16,<2e-16,<2e-16,<2e-16,-,-,-,-,-
"(0.5, 0, 0.5)",1.000,1.000,1.000,1.000,<2e-16,-,-,-,-
"(0.5, 0.5, 0)",<2e-16,<2e-16,<2e-16,<2e-16,1.000,-,-,-,-
"(0.67, 0, 0.33)",1.000,1.000,1.000,1.000,<2e-16,1.000,<2e-16,-,-
"(0.67, 0.33, 0)",<2e-16,<2e-16,<2e-16,<2e-16,1.000,<2e-16,0.058,<2e-16,-
"(1, 0, 0)",<2e-16,<2e-16,<2e-16,<2e-16,1.000,<2e-16,0.712,<2e-16,1.000
